Word	POS	Verified	Category	Canonical Name	WNet SenseKey	WN30 Synset	KM30 Name	WN2.0 Synset	KM20 Name	WordNet gloss	WordNet example usage
asthma	n			asthma	asthma%1:26:00::	114145911	asthma_n1	113340153	asthma_n1	respiratory disorder characterized by wheezing; usually of allergic origin	
astonish	v				astonish%2:31:00::	200724832	amaze_v1	200700834	amaze_v1	affect with wonder;	Your ability to speak six languages amazes me!
astonishment	n			amazement	astonishment%1:12:00::	107509572	amazement_n1	107049180	amazement_n1	the feeling that accompanies something extremely surprising;	he looked at me in astonishment
astound	v				astound%2:31:00::	200724832	amaze_v1	200700834	amaze_v1	affect with wonder;	Your ability to speak six languages amazes me!
astride	r				astride%4:02:00::	400275974	astride_r1	400278844	astride_r1	with one leg on each side;	she sat astride the chair
astrological	adj				astrological%3:01:00::	302910506	astrological_a1	302771416	astrological_a1	relating to or concerned with astrology;	astrological chart
astronaut	n	okay	human	astronaut	astronaut%1:18:00::	109818022	spaceman_n1	109192375	spaceman_n1	a person trained to travel in a spacecraft;	the Russians called their astronauts cosmonauts
astronomer	n			astronomer	astronomer%1:18:00::	109818343	stargazer_n2	109192655	stargazer_n2	a physicist who studies astronomy	
astronomical	adj				astronomical%3:01:00::	302646605	astronomical_a1	302546648	astronomical_a1	relating or belonging to the science of astronomy;	astronomic telescope
astronomy	n	okay	abs	astronomy	astronomy%1:09:00::	106095022	astronomy_n1	105731244	astronomy_n1	the branch of physics that studies celestial bodies and the universe as a whole	
asymmetry	n			asymmetry	asymmetry%1:07:00::	105065717	asymmetry_n1	104790869	asymmetry_n1	(mathematics) a lack of symmetry	
at	prep	okay	prep								
atherosclerosis	n			atherosclerosis	atherosclerosis%1:26:00::	114108713	atherosclerosis_n1	113304496	atherosclerosis_n1	a stage of arteriosclerosis involving fatty deposits (atheromas) inside the arterial walls, thus narrowing the arteries	
athlete	n			athlete	athlete%1:18:00::	109820263	athlete_n1	109194191	athlete_n1	a person trained to compete in sports	
Atlantic	n	okay	loc		atlantic%1:17:00::	109209263	Atlantic_n1	108635828	Atlantic_n1	the 2nd largest ocean; separates North and South America on the west from Europe and Africa on the east	
atlas	n			atlas	atlas%1:10:00::	106427086	atlas_n2	106028311	atlas_n2	a collection of maps in book form	
atmosphere	n	okay	abs	atmosphere	atmosphere%1:15:00::	108499057	atmosphere_n3	107982095	air_n7	the mass of air surrounding the Earth;	there was great heat as the comet entered the atmosphere; it was exposed to the air
atmospheric	adj				atmospheric%3:01:00::	302831736	atmospheric_a1	302702710	atmospheric_a1	relating to or located in the atmosphere;	atmospheric tests
atom	n			atom	atom%1:27:00::	114619225	atom_n1	113782418	atom_n1	(physics and chemistry) the smallest component of an element having the chemical properties of the element	
atomic	adj				atomic%3:01:00::	302884619	atomic_a1	302748674	atomic_a1	of or relating to or comprising atoms;	atomic structure; atomic hydrogen
atop	r	okay	prep		atop%4:02:00::	400276225	atop_r1	400279095	atop_r1	on, to, or at the top	
atrium	n	y		atrium	atrium%1:08:00::	105393023	atrium_n1	105085330	atrium_n1	any chamber that is connected to other chambers or passageways (especially one of the two upper chambers of the heart)	
attach	v	okay	act		attach%2:35:01::	201296462	attach_v1	201257892	attach_v1	cause to be attached	
attachment	n	y		attachment	attachment%1:04:01::	100379422	affixation_n3	100362420	affixation_n3	the act of attaching or affixing something	
attack	n	y		attack	attack%1:04:02::	100773814	attempt_n2	100724572	attack_n4	the act of attacking;	attacks on women increased last year; they made an attempt on his life
attack	v	y			attack%2:33:00::	201119169	attack_v1	201084194	attack_v1	launch an attack or assault on; begin hostilities or start warfare with;	Hitler attacked Poland on September 1, 1939 and started World War II; Serbian forces assailed Bosnian towns all week
attacker	n			attacker	attacker%1:18:00::	109821253	attacker_n1	109195176	attacker_n1	someone who attacks	
attain	v				attain%2:41:00::	202526085	achieve_v1	202450929	achieve_v1	to gain with effort;	she achieved her goal despite setbacks
attempt	n	okay	abs	effort	attempt%1:04:00::	100786195	effort_n1	100736544	effort_n1	earnest and conscientious activity intended to do or accomplish something;	made an effort to cover all the reading material; wished him luck in his endeavor; she gave it a good try
attend	v				attend%2:42:00::	202612762	attend_v1	202534896	attend_v1	be present at (meetings, church services, university), etc.;	She attends class regularly; I rarely attend services at my church; did you go to the meeting?
attendant	n			attendant	attendant%1:18:00::	109821831	attendant_n1	109195736	attendant_n1	someone who waits on or tends to or attends to the needs of another	
attention	n			attention	attention%1:09:00::	105702275	attention_n1	105372031	attention_n1	the process whereby a person concentrates on some features of the environment to the (relative) exclusion of others	
attentive	adj				attentive%3:00:00::	300163592	attentive_a1	300169001	attentive_a1	(often followed by `to') giving care or attention;	attentive to details; the nurse was attentive to her patient; an attentive suitor
attentively	r				attentively%4:02:00::	400196417	attentively_r1	400199417	attentively_r1	with attention; in an attentive manner;	he listened attentively
attenuation	n			attenuation	attenuation%1:11:00::	107427534	fading_n1	106973032	fading_n1	weakening in force or intensity;	attenuation in the volume of the sound
attic	n			attic	attic%1:06:00::	103686130	attic_n1	103548760	attic_n1	floor consisting of open space at the top of a house just below roof; often used for storage	
attitude	n	okay	abs	attitude	attitude%1:09:00::	106193203	attitude_n1	105817574	attitude_n1	a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways;	he had the attitude that work was fun
attract	v	okay	act		attract%2:35:00::	201505254	attract_v1	201463020	attract_v1	direct toward itself or oneself by means of some psychological power or physical attributes;	Her good looks attract the stares of many men; The ad pulled in many potential customers; This pianist pulls huge crowds; The store owner was happy that the ad drew in many new customers
attraction	n	okay	nom	attraction	attraction%1:19:00::	111426530	attraction_n1	110688069	attraction_n1	the force by which one object attracts another	
attractive	adj	y				300170358	appealing_a1	300175129	appealing_a1	able to attract interest or draw favorable attention;	He added an appealing and memorable figure to popular American mythology- Vincent Starrett; an appealing sense of humor; the idea of having enough money to retire at fifty is very appealing
attribute	n	okay	abs	attribute	attribute%1:09:00::	105849040	dimension_n2	105510638	property_n4	a construct whereby objects or individuals can be distinguished;	self-confidence is not an endearing property
attribution	n	y		attribution	attribution%1:09:00::	105734559	ascription_n2	105401946	ascription_n2	assigning to a cause or source;	the attribution of lighting to an expression of God's wrath; he questioned the attribution of the painting to Picasso
auctioneer	n	y		auctioneer	auctioneer%1:18:00::	109608377	auctioneer_n1	109003226	auctioneer_n1	an agent who conducts an auction	
audience	n			audience	audience%1:14:00::	108221897	audience_n1	107723960	audience_n1	a gathering of spectators or listeners at a (usually public) performance;	the audience applauded; someone in the audience began to cough
audile	adj				audile%3:01:00::	302868704	audile_a1	302734782	audile_a1	of or relating to the process of hearing;	auditory processing; an audile person
audio	n			audio	audio%1:10:00::	106278136	sound_n5	105895406	sound_n5	the audible part of a transmitted signal;	they always raise the audio for commercials
audition	n			audition	audition%1:04:01::	100794614	tryout_n2	100745403	tryout_n2	a test of the suitability of a performer	
auditorium	n			auditorium	auditorium%1:06:00::	102758134	auditorium_n1	102662577	auditorium_n1	the area of a theater or concert hall where the audience sits	
auditory	adj	okay	quality		auditory%3:01:00::	302868704	audile_a1	302734782	audile_a1	of or relating to the process of hearing;	auditory processing; an audile person
August	n			Aug	aug%1:28:00::	115212455	August_n1	114351313	August_n1	the month following July and preceding September	
aunt	n			aunt	aunt%1:18:00::	109823502	aunt_n1	109197407	aunt_n1	the sister of your father or mother; the wife of your uncle	
auntie	n			aunt	auntie%1:18:00::	109823502	aunt_n1	109197407	aunt_n1	the sister of your father or mother; the wife of your uncle	
Austin	n			Austin	austin%1:15:00::	109143017	Austin_n1	108576228	Austin_n1	state capital of Texas on the Colorado River; site of the University of Texas	
Australia	n			Australia	australia%1:15:00::	108831004	Australia_n1	108286191	Australia_n1	a nation occupying the whole of the Australian continent; Aboriginal tribes are thought to have migrated from southeastern Asia 20,000 years ago; first Europeans were British convicts sent there as a penal colony	
Australian	n	y		Australian	australian%1:18:00::	109691279	Aussie_n1	109080017	Aussie_n1	a native or inhabitant of Australia	
Australian	adj	y			australian%3:01:00::	303045750	Australian_a1	302887953	Australian_a1	of or relating to or characteristic of Australia or its inhabitants or its languages;	Australian deserts; Australian aborigines
Austria	n			Austria	austria%1:15:00::	108845555	Austria_n1	108299882	Austria_n1	a mountainous republic in central Europe; under the Habsburgs (1278-1918) Austria maintained control of the Holy Roman Empire and was a leader in European politics until the 19th century	
Austrian	adj	y			austrian%3:01:00::	302961099	Austrian_a1	302815384	Austrian_a1	of or relating to Austria or its people or culture;	Austrian music
author	n			author	author%1:18:00::	110794014	author_n1	110090311	author_n1	writes (books or stories or articles or the like) professionally (for pay)	
authoritative	adj				authoritative%5:00:00:influential:00	301830403	important_s4	301770174	important_s4	having authority or ascendancy or influence;	an important official; the captain's authoritative manner
authority	n			authority	authority%1:07:00::	105196582	authority_n1	104901757	authority_n1	the power or right to give orders or make decisions;	he has the authority to issue warrants; deputies are given authorization to make arrests; a place of potency in the state
autism	n			autism	autism%1:09:00::	105896998	autism_n1	105553485	autism_n1	(psychiatry) an abnormal absorption with the self; marked by communication disorders and short attention span and inability to treat others as people	
autistic	adj				autistic%5:00:00:ill:01	302542878	autistic_s1	300974721	autistic_s1	characteristic of or affected with autism;	autistic behavior; autistic children
auto	n			car	auto%1:06:00::	102958343	car_n1	102853224	car_n1	a motor vehicle with four wheels; usually propelled by an internal combustion engine;	he needs a car to get to work
autograph	v				autograph%2:32:00::	200997133	inscribe_v5	200964740	inscribe_v5	mark with one's signature;	The author autographed his book
autoimmune	adj				autoimmune%3:01:00::	302649399	autoimmune_a1	302548961	autoimmune_a1	of or relating to the immune response of the body against substance normally present in the body	
automatic	adj				automatic%3:00:00::	300181476	automatic_a1	300185547	automatic_a1	operating with minimal human intervention; independent of external control;	automatic transmission; a budget deficit that caused automatic spending cuts
automatically	r				automatically%4:02:00::	400005567	automatically_r1	400005212	automatically_r1	in a reflex manner;	he answered automatically
automaton	n			automaton	automaton%1:18:01::	109825519	zombi_n4	109199381	zombi_n4	someone who acts or responds in a mechanical or apathetic way;	only an automaton wouldn't have noticed
automobile	n			car	automobile%1:06:00::	102958343	car_n1	102853224	car_n1	a motor vehicle with four wheels; usually propelled by an internal combustion engine;	he needs a car to get to work
automotive	adj				automotive%3:01:00::	302926936	automotive_a1	302785093	automotive_a1	of or relating to motor vehicles;	automotive supplies
autonomic	adj				autonomic%5:00:00:involuntary:02	302522938	autonomic_s1	302434145	autonomic_s1	relating to or controlled by the autonomic nervous system;	autonomic reflexes
autonomous	adj	y			autonomous%5:00:02:independent:00	300728431	autonomous_s2	300697284	autonomous_s2	existing as an independent entity;	the partitioning of India created two separate and autonomous jute economies
autosomal	adj				autosomal%3:01:00::	302956502	autosomal_a1	302811235	autosomal_a1	of or relating to an autosome;	autosomal gene
autosome	n			autosome	autosome%1:08:00::	105443966	autosome_n1	105130809	autosome_n1	any chromosome that is not a sex chromosome; appear in pairs in body cells but as single chromosomes in spermatozoa	
autotroph	n			autotroph	autotroph%1:20:00::	113124654	autotroph_n1	112372469	autotroph_n1	plant capable of synthesizing its own food from simple organic substances	
autumn	n			autumn	autumn%1:28:00::	115236859	fall_n1	114375615	fall_n1	the season when the leaves fall from the trees;	in the fall of 1973
autumnal	adj	y			autumnal%3:00:00::	301255296	autumnal_a1	301210800	autumnal_a1	of or characteristic of or occurring in autumn;	the autumnal equinox; autumnal fruits
auxin	n			auxin	auxin%1:27:00::	114745057	auxin_n1	113903186	auxin_n1	a plant hormone that promotes root formation and bud growth	
availability	n	okay	abs	availability	availability%1:07:00::	104718999	availability_n1	104518979	availability_n1	the quality of being at hand when needed	
available	adj	okay	quality		available%3:00:00::	300183053	available_a1	300186909	available_a1	obtainable or accessible and ready for use or service;	kept a fire extinguisher available; much information is available through computers; available in many colors; the list of available candidates is unusually long
avalanche	n	y		avalanche	avalanche%1:11:00::	107405137	avalanche_n1	106951868	avalanche_n1	a slide of large masses of snow and ice and mud down a mountain	
average	adj	okay	quality		average%5:00:02:normal:01	301594146	average_s1	301544898	average_s1	approximating the statistical norm or average or expected value;	the average income in New England is below that of the nation; of average height for his age; the mean annual rainfall
aversion	n			distaste	aversion%1:12:00::	107502669	distaste_n1	107043088	distaste_n1	a feeling of intense dislike	
avocado	n			avocado	avocado%1:13:00::	107764847	avocado_n1	107292555	avocado_n1	a pear-shaped tropical fruit with green or blackish skin and rich yellowish pulp enclosing a single large seed	
avoid	v	okay	act		avoid%2:32:00::	200811375	avoid_v1	200785083	avoid_v1	stay clear from; keep away from; keep out of the way of someone or something;	Her former friends now avoid her
awake	v	y			awake%2:29:00::	200018526	awaken_v2	200018221	awaken_v2	stop sleeping;	She woke up to the sound of the alarm clock
awaken	v				awaken%2:29:00::	200018813	awaken_v1	200018508	awaken_v1	cause to become awake or conscious;	He was roused by the drunken men in the street; Please wake me at 6 AM.
award	n	y		prize	award%1:21:00::	113268146	prize_n1	112512969	prize_n1	something given for victory or superiority in a contest or competition or for winning a lottery;	the prize was a free trip to Europe
award	v	y			award%2:40:00::	202261888	award_v1	202196595	award_v1	give, especially as an honor or reward;	bestow honors and prizes at graduation
aware	adj	okay	quality		aware%3:00:04::	301977155	mindful_a1	301914048	mindful_a1	bearing in mind; attentive to;	ever mindful of her health; mindful of his responsibilities; mindful of these criticisms, I shall attempt to justify my action
awareness	n			awareness	awareness%1:09:00::	105675905	awareness_n1	105348473	awareness_n1	having knowledge of;	he had no awareness of his mistakes; his sudden consciousness of the problem he faced; their intelligence and general knowingness was impressive
away	r	okay	prep		away%4:02:00::	400232936	away_r1	400235869	away_r1	from a particular thing or place or position (`forth' is obsolete);	ran away from the lion; wanted to get away from there; sent the children away to boarding school; the teacher waved the children away from the dead animal; went off to school; they drove off; go forth and preach
awesome	adj				awesome%5:00:00:impressive:00	301282510	amazing_s2	301235758	amazing_s2	inspiring awe or admiration or wonder;	New York is an amazing city; the Grand Canyon is an awe-inspiring sight; the awesome complexity of the universe; this sea, whose gently awful stirrings seem to speak of some hidden soul beneath- Melville; Westminster Hall's awing majesty, so vast, so high, so silent
awful	adj				awful%5:00:00:bad:00	301126291	awful_s1	301085305	awful_s1	exceptionally bad or displeasing;	atrocious taste; abominable workmanship; an awful voice; dreadful manners; a painful performance; terrible handwriting; an unspeakable odor came sweeping into the room
awfully	r				awfully%4:02:00::	400054950	terribly_r1	400056023	terribly_r1	used as intensifiers;	terribly interesting; I'm awful sorry
awhile	r	y			awhile%4:02:00::	400144405	for_a_while_r1	400146518	for_a_while_r1	for a short time;	sit down and stay awhile; they settled awhile in Virginia before moving West; the baby was quiet for a while
ax	n			axe	ax%1:06:00::	102764044	axe_n1	102668356	axe_n1	an edge tool with a heavy bladed head mounted across a handle	
axe	n	okay	obj	axe	ax%1:06:00::	102764044	axe_n1	102668356	axe_n1	an edge tool with a heavy bladed head mounted across a handle	
axil	n			axil	axil%1:20:00::	113130423	axil_n1	112377838	axil_n1	the upper angle between an axis and an offshoot such as a branch or leafstalk	
axis	n	okay	abs	axis	axis%1:09:00::	106008609	axis_n1	105653839	axis_n1	a straight line through a body or figure that satisfies certain conditions	
axle	n	okay	obj	axle	axle%1:06:00::	102764779	axle_n1	102669073	axle_n1	a shaft on which a wheel rotates	
axon	n			axon	axon%1:08:00::	105468849	axon_n1	105155006	axon_n1	long nerve fiber that conducts away from the cell body of the neuron	
Azerbaijan	n			Azerbaijan	azerbaijan%1:15:00::	109018162	Azerbaijan_n1	108459257	Azerbaijan_n1	a landlocked republic in southwestern Asia; formerly an Asian soviet	
baa	n	y		baa	baa%1:11:00::	107376168	baa_n1	106924238	baa_n1	the cry made by sheep	
babble	v				babble%2:32:02::	201065630	babble_v1	201031743	babble_v1	utter meaningless sounds, like a baby, or utter in an incoherent way;	The old man is only babbling--don't pay attention
babirusa	n			babirusa	babirusa%1:05:00::	102396796	babirusa_n1	102309515	babirusa_n1	Indonesian wild pig with enormous curved canine teeth	
baboon	n			baboon	baboon%1:05:00::	102486410	baboon_n1	102397572	baboon_n1	large terrestrial monkeys having doglike muzzles	
baby	n	okay	human	baby	baby%1:18:00::	109827683	baby_n1	109201456	baby_n1	a very young child (birth to 1 year) who has not yet begun to walk or talk;	the baby began to cry again; she held the baby in her arms; it sounds simple, but when you have your own baby it is all so different
baby-sitter	n			baby-sitter	baby-sitter%1:18:00::	109829305	sitter_n3	109202637	sitter_n3	a person engaged to care for children when the parents are not home	
back	n	okay	bpart	back (body part)	back%1:08:00::	105558717	back_n1	105240546	back_n1	the posterior part of a human (or animal) body from the neck to the end of the spine;	his back was nicely tanned
back	n			back (rear)	back%1:06:00::	104059701	back_n2	103906474	back_n2	the side that goes last or is not normally seen;	he wrote the date on the back of the photograph
back	n			back (of chair)	back%1:06:01::	102767433	back_n8	102671514	back_n8	a support that you can lean against while sitting;	the back of the dental chair was adjustable
back	r				backward%4:02:03::	400074407	back_r2	400075290	back_r2	at or to or toward the back or rear;	he moved back; tripped when he stepped backward; she looked rearward out the window of the car
backbone	n	y		spine	backbone%1:08:00::	105588174	spine_n1	105268544	spine_n1	the series of vertebrae forming the axis of the skeleton and protecting the spinal cord;	the fall broke his back
backflow	n			backflow	backflow%1:11:00::	107406350	backflow_n1	106953099	backflow_n1	a flow that returns toward its source	
background	n	okay	abs	background	background%1:09:00::	105933834	background_n2	105588619	background_n2	the part of a scene (or picture) that lies behind objects in the foreground;	he posed her against a background of rolling hills
backhoe	n			backhoe	backhoe%1:06:00::	102769290	backhoe_n1	102673330	backhoe_n1	an excavator whose shovel bucket is attached to a hinged boom and is drawn backward to move earth	
backpack	v	y			backpack%2:38:00::	201926031	pack_v8	201870184	pack_v8	hike with a backpack;	Every summer they are backpacking in the Rockies
backpack	n	y		backpack	backpack%1:06:00::	102769748	knapsack_n1	102673709	knapsack_n1	a bag carried by a strap on your back or shoulder	
backstage	n			backstage	backstage%1:06:00::	104592962	wing_n3	104415152	wing_n3	a stage area out of sight of the audience	
backup	n	y		backup	backup%1:22:00::	113437181	backup_n1	112676976	backup_n1	an accumulation caused by clogging or a stoppage;	a traffic backup on the main street; he discovered a backup in the toilet
backward	r				backward%4:02:03::	400074407	back_r2	400075290	back_r2	at or to or toward the back or rear;	he moved back; tripped when he stepped backward; she looked rearward out the window of the car
backwards	r				backwards%4:02:03::	400074407	back_r2	400075290	back_r2	at or to or toward the back or rear;	he moved back; tripped when he stepped backward; she looked rearward out the window of the car
backwoods	n			backwoods	backwoods%1:15:00::	108502672	backwoods_n1	107985429	backwoods_n1	a remote and undeveloped area	
backwoodsman	n			backwoodsman	backwoodsman%1:18:00::	110113072	mountain_man_n1	109464301	mountain_man_n1	a man who lives on the frontier	
backyard	n			backyard	backyard%1:06:00::	102772197	backyard_n1	102675861	backyard_n1	the grounds in back of a house	
bacon	n			bacon	bacon%1:13:00::	107670433	bacon_n1	107199687	bacon_n1	back and sides of a hog salted and dried or smoked; usually sliced thin and fried	
bacterial	adj				bacterial%3:01:00::	302833544	bacterial_a1	302704278	bacterial_a1	relating to or caused by bacteria;	bacterial infection
bacterium	n	okay	living	bacterium	bacterium%1:05:00::	101348530	bacteria_n1	101274580	bacteria_n1	(microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be plants	
bad	adj				bad%3:00:00::	301125429	bad_a1	301084461	bad_a1	having undesirable or negative qualities;	a bad report card; his sloppy appearance made a bad impression; a bad little boy; clothes in bad shape; a bad cut; bad luck; the news was very bad; the reviews were bad; the pay is bad; it was a bad light for reading; the movie was a bad choice
badge	n			badge	badge%1:10:00::	106882561	badge_n1	106459088	badge_n1	an emblem (a small piece of plastic or cloth or metal) that signifies your status (rank or membership or affiliation etc.);	they checked everyone's badge before letting them in
badger	n	y		badger	badger%1:05:00::	102447366	badger_n2	102359654	badger_n1	sturdy carnivorous burrowing mammal with strong claws; widely distributed in the northern hemisphere	
badly	r				badly%4:02:02::	400015953	severely_r1	400015647	severely_r1	to a severe or serious degree;	fingers so badly frozen they had to be amputated; badly injured; a severely impaired heart; is gravely ill; was seriously ill
badminton	n			badminton	badminton%1:04:00::	100480508	badminton_n1	100455850	badminton_n1	a game played on a court with light long-handled rackets used to volley a shuttlecock over a net	
badness	n			badness	badness%1:07:00::	105144079	badness_n1	104855887	badness_n1	that which is below standard or expectations as of ethics or decency;	take the bad with the good
baffle	v				baffle%2:31:00::	200622384	puzzle_v1	200602261	puzzle_v1	be a mystery or bewildering to;	This beats me!; Got me--I don't know the answer!; a vexing problem; This question really stuck me
bag	n	okay	obj	bag	bag%1:06:00::	102773037	bag_n1	102676701	bag_n1	a flexible container with a single opening;	he stuffed his laundry into a large bag
baggage	n			luggage	baggage%1:06:00::	102774630	luggage_n1	102678239	luggage_n1	cases used to carry belongings when traveling	
baggy	adj				baggy%5:00:00:loose:01	301446991	baggy_s1	301398097	baggy_s1	not fitting closely; hanging loosely;	baggy trousers; a loose-fitting blouse is comfortable in hot weather
Bahamas	n			Bahamas	bahamas%1:15:00::	108847268	Bahamas_n1	108301373	Bahamas_n1	island country in the Atlantic to the east of Florida and Cuba; a popular winter resort	
Bahamian	n			Bahamian	bahamian%1:18:00::	109691729	Bahamian_n1	109080413	Bahamian_n1	a native or inhabitant of the Bahamas	
Bahrain	n			Bahrain	bahrain%1:15:01::	108848421	Bahrein_n1	108302479	Bahrein_n1	an island in the Persian Gulf	
bait	v	y			bait%2:41:00::	202577877	bait_v2	202501106	bait_v2	lure, entice, or entrap with bait	
bait	n	y		bait	bait%1:09:00::	105695232	bait_n1	105365927	bait_n1	anything that serves as an enticement	
bake	v				bake%2:30:00::	200319886	bake_v1	200309785	bake_v1	cook and make edible by putting in a hot oven;	bake the potatoes
baker	n			baker	baker%1:18:01::	109833651	baker_n1	109206825	baker_n1	someone who bakes commercially	
bakery	n			bakery	bakery%1:06:00::	102776631	bakery_n1	102679873	bakery_n1	a workplace where baked goods (breads and cakes and pastries) are produced or sold	
balaclava	n			balaclava	balaclava%1:06:00::	102776825	balaclava_n1	102680067	balaclava_n1	a cap that is close-fitting and woolen and covers all of the head but the face	
balance	n	okay	tool	balance	balance%1:06:00::	102777100	balance_n12	102680340	balance_n2	a scale for weighing; depends on pull of gravity	
bald	adj	y				300210446	hairless_a1	300213647	hairless_a1	having no hair or fur;	a Mexican Hairless is about the size of a fox terrier and hairless except for a tufts on the head and tail
baldness	n			baldness	baldness%1:26:00::	114457041	baldness_n1	113636893	baldness_n1	the condition of having no hair on the top of the head	
bale	n			bale	bale%1:06:00::	102778456	bale_n1	102681696	bale_n1	a large bundle bound for storage or transport	
baleen	n			baleen	baleen%1:27:00::	114758252	baleen_n1	113915890	baleen_n1	a horny material from the upper jaws of certain whales; used as the ribs of fans or as stays in corsets	
ball	n	okay	obj	ball	ball%1:06:01::	102778669	ball_n1	102681909	ball_n1	round object that is hit or thrown or kicked in games;	the ball travelled 90 mph on his serve; the mayor threw out the first ball; the ball rolled into the corner pocket
ballad	n			ballad	ballad%1:10:01::	107049713	ballad_n1	106617795	ballad_n1	a narrative song with a recurrent refrain	
ballet	n	y		ballet	ballet%1:04:00::	100528667	ballet_n1	100501691	ballet_n1	a theatrical representation of a story that is performed to music by trained dancers	
balloon	n			balloon	balloon%1:06:01::	102782329	balloon_n2	102685485	balloon_n1	small thin inflatable rubber bag with narrow neck	
ballot	n			ballot	ballot%1:10:00::	106470922	ballot_n1	106070533	ballot_n1	a document listing the alternatives that is used in voting	
ballroom	n			ballroom	ballroom%1:06:00::	102783324	ballroom_n1	102686480	ballroom_n1	large room used mainly for dancing	
balsa	n			balsa	balsa%1:20:02::	112191813	balsa_n1	111443766	balsa_n1	strong lightweight wood of the balsa tree used especially for floats	
bamboo	n			bamboo	bamboo%1:20:02::	112147539	bamboo_n1	111399789	bamboo_n1	the hard woody stems of bamboo plants; used in construction and crafts and fishing poles	
ban	v				ban%2:32:00::	200796392	ban_v2	200770618	ban_v1	prohibit especially by legal means or social pressure;	Smoking is banned in this building
banana	n	okay	food	banana	banana%1:20:00::	112352287	banana_n1	111604033	banana_n1	any of several tropical and subtropical treelike herbs of the genus Musa having a terminal crown of large entire leaves and usually bearing hanging clusters of elongated fruits	
band	n	y		band	band%1:06:01::	102784732	band_n4	102687823	band_n4	an adornment consisting of a strip of a contrasting color or material	
bandage	n	okay	obj	bandage	bandage%1:06:00::	102785648	bandage_n1	102688403	bandage_n1	a piece of soft material that covers and protects an injured part of the body	
banded	adj	y			banded%5:00:00:patterned:00	301787009	banded_s2	301728341	banded_s2	marked with bands or strips of contrasting color or texture;	a banded rock
bandicoot	n			bandicoot	bandicoot%1:05:00::	101876326	bandicoot_n1	101795345	bandicoot_n1	any of various agile ratlike terrestrial marsupials of Australia and adjacent islands; insectivorous and herbivorous	
bandsaw	n	y		bandsaw	bandsaw%1:06:00::	102786837	bandsaw_n1	102689491	bandsaw_n1	an endless saw consisting of a toothed metal band that is driven around two wheels	
bandstand	n			bandstand	bandstand%1:06:00::	102786984	bandstand_n1	102689586	bandstand_n1	a platform where a (brass) band can play in the open air	
bang	n	okay	sound	bang	bang%1:11:01::	107410207	bang_n1	106956842	bang_n1	a vigorous blow;	the sudden knock floored him; he took a bash right in his face; he got a bang on the head
Bangladesh	n			Bangladesh	bangladesh%1:15:00::	108848731	Bangladesh_n1	108302787	Bangladesh_n1	a Muslim republic in southern Asia bordered by India to the north and west and east and the Bay of Bengal to the south; formerly part of India and then part of Pakistan; it achieved independence in 1971	
bangle	n			bangle	bangle%1:06:01::	102887970	bangle_n1	102785297	bangle_n1	jewelry worn around the wrist for decoration	
banjo	n			banjo	banjo%1:06:00::	102787622	banjo_n1	102690187	banjo_n1	a stringed instrument of the guitar family that has long neck and circular body	
bank	n	y		bank (financial institution)	bank%1:14:00::	108420278	bank_n2	107909067	bank_n1	a financial institution that accepts deposits and channels the money into lending activities;	he cashed a check at the bank; that bank holds the mortgage on my home
bank	n	y		bank (slope)	bank%1:17:01::	109213565	bank_n1	108639924	bank_n2	sloping land (especially the slope beside a body of water);	they pulled the canoe up on the bank; he sat on the bank of the river and watched the currents
banner	n			banner	banner%1:06:00::	102788021	banner_n1	102690584	banner_n1	long strip of cloth or paper used for decoration or advertising	
banteng	n			banteng	banteng%1:05:00::	102405440	tsine_n1	102318051	tsine_n1	wild ox of the Malay Archipelago	
baobab	n			baobab	baobab%1:20:00::	112189987	baobab_n1	111441944	baobab_n1	African tree having an exceedingly thick trunk and fruit that resembles a gourd and has an edible pulp called monkey bread	
bar	n	okay	abs	bar	bar%1:06:00::	102788689	bar_n3	102691238	bar_n3	a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon;	there were bars in the windows to prevent escape
barb	n	y		barb	barb%1:05:00::	101898185	barb_n4	101816974	barb_n4	one of the parallel filaments projecting from the main shaft of a feather	
barb	adj	y				300145083	spiny_s2	300150232	spiny_s1	having or covered with protective barbs or quills or spines or thorns or setae etc.;	a horse with a short bristly mane; bristly shrubs; burred fruits; setaceous whiskers
Barbary	n			Barbary	barbary%1:15:00::	108503238	Barbary_n1	107985975	Barbary_n1	a region of northern Africa on the Mediterranean coast between Egypt and Gibraltar; was used as a base for pirates from the 16th to 19th centuries	
barbecue	v				barbecue%2:30:00::	200324806	barbecue_v1	200314524	barbecue_v1	cook outdoors on a barbecue grill;	let's barbecue that meat; We cooked out in the forest
barbeque	n			barbeque	barbeque%1:13:02::	107654148	barbeque_n1	107183893	barbeque_n1	meat that has been barbecued or grilled in a highly seasoned sauce	
barber	n	y		barber	barber%1:18:00::	109838895	barber_n2	109211899	barber_n2	a hairdresser who cuts hair and shaves beards as a trade	
bare	adj				bare%5:00:00:unclothed:00	300457998	naked_s1	301650668	bare_s1	completely unclothed;	bare bodies; naked from the waist up; a nude model
