QStrength	Quantifier	Arg1	Pred	Arg2	Sentence	Score	Canonical?	Multiword?	Inferred?	Domain	Range	Provenance
-	some	astronomer	calculate	limit	Some astronomers calculate limits.	1.00	n	n	n	-	-
-	some	game	involve	die	Some games involve dice.	1.00	n	n	n	-	-
-	some	film	include	affair	Some films include affairs.	1.00	n	n	n	-	-
-	some	energy	released by	earthquake	Some energy is released by earthquakes.	1.00	n	n	n	-	-
-	some	capuchin	looking for	food	Some capuchins looking for food.	1.00	n	n	n	-	-
-	some	prediction	based on	calculation	Some predictions are based on calculations.	1.00	n	n	n	-	-
-	some	woman	wear	shoe	Some women wear shoes.	1.00	n	n	n	-	-
-	some	committee	make	magazine	Some committees make magazines.	1.00	n	n	n	-	-
-	some	family	moved into	house	Some families are moved into houses.	1.00	n	n	n	-	-
-	some	author	show	intelligence	Some authors show intelligence.	1.00	n	n	n	-	-
-	some	tree	grows to	height	Some trees grows to height.	1.00	n	n	n	-	-
-	some	device	consume	pressure	Some devices consume pressure.	1.00	n	n	n	-	-
-	some	governor	can do	duty	Some governors can do duties.	1.00	n	n	n	-	-
-	some	plate	vary in	shape	Some plates vary in shapes.	1.00	n	n	n	-	-
-	some	wall	made of	steel	Some walls are made of steel.	1.00	n	n	n	-	-
-	some	governor	acts on	advice	Some governors acts on advice.	1.00	n	n	n	-	-
-	some	calculator	use	number	Some calculators use numbers.	1.00	n	n	n	-	-
-	some	patient	live for	year	Some patients live for years.	1.00	n	n	n	-	-
-	some	liquid	produced by	gland	Some liquids are produced by glands.	1.00	n	n	n	-	-
-	some	man	describe	gospel	Some men describe gospels.	1.00	n	n	n	-	-
-	some	wheel	lose	traction	Some wheels lose traction.	1.00	n	n	n	-	-
-	some	tissue	protect	heart	Some tissue protects hearts.	1.00	n	n	n	-	-
-	some	skin	protect	eye	Some skin protects eyes.	1.00	n	n	n	-	-
-	some	device	measure	event	Some devices measure events.	1.00	n	n	n	-	-
-	some	reproduction	include	production	Some reproduction includes production.	1.00	n	n	n	-	-
-	some	poison	produce	fever	Some poison produces fevers.	1.00	n	n	n	-	-
-	some	brain	make	melatonin	Some brains make melatonin.	1.00	n	n	n	-	-
-	some	vessel	protect	intestine	Some vessels protect intestines.	1.00	n	n	n	-	-
-	some	war	make	death	Some war makes death.	1.00	n	n	n	-	-
-	some	student	go to	college	Some students go to colleges.	1.00	n	n	n	-	-
-	some	doctor	see	field	Some doctors see fields.	1.00	n	n	n	-	-
-	some	disorder	affect	airway	Some disorder affects airways.	1.00	n	n	n	-	-
-	some	pigment	produce	color	Some pigment produces color.	1.00	n	n	n	-	-
-	some	rain	move	area	Some rain moves areas.	1.00	n	n	n	-	-
-	some	treatment	consisting of	application	Some treatments consisting of applications.	1.00	n	n	n	-	-
-	some	lobster	measure	pound	Some lobsters measure pounds.	1.00	n	n	n	-	-
-	some	substance	pass into	bloodstream	Some substances pass into bloodstreams.	1.00	n	n	n	-	-
-	some	beverage	made of	brandy	Some beverages are made of brandy.	1.00	n	n	n	-	-
-	some	duke	died from	illness	Some dukes are died from illnesses.	1.00	n	n	n	-	-
-	some	pollution	comes from	factory	Some pollution comess from factories.	1.00	n	n	n	-	-
-	some	weather	create	rain	Some weather creates rain.	1.00	n	n	n	-	-
-	some	liquid	comes out of	vagina	Some liquids comes out of vaginas.	1.00	n	n	n	-	-
-	some	protest	show	power	Some protests show power.	1.00	n	n	n	-	-
-	some	intestine	end in	anus	Some intestines end in anuses.	1.00	n	n	n	-	-
-	some	organ	composed of	tissue	Some organs are composed of tissue.	1.00	n	n	n	-	-
-	some	newspaper	print	story	Some newspapers print stories.	1.00	n	n	n	-	-
-	some	pathogen	cause	disease	Some pathogen causes diseases.	1.00	n	n	n	-	-
-	some	larva	consume	leaf	Some larvae consume leaves.	1.00	n	n	n	-	-
-	some	person	understand	rule	Some people understand rules.	1.00	n	n	n	-	-
-	some	vehicle	equipped with	brake	Some vehicles are equipped with brakes.	1.00	n	n	n	-	-
-	some	dessert	made from	cream	Some dessert is made from cream.	1.00	n	n	n	-	-
-	some	energy	associated with	motion	Some energy is associated with motion.	1.00	n	n	n	-	-
-	some	water	used for	irrigation	Some water is used for irrigation.	1.00	n	n	n	-	-
-	some	company	use	method	Some companies use methods.	1.00	n	n	n	-	-
-	some	player	get	number	Some players get numbers.	1.00	n	n	n	-	-
-	some	liquor	include	alcohol	Some liquor includes alcohol.	1.00	n	n	n	-	-
-	some	sound	reach	ear	Some sound reaches ears.	1.00	n	n	n	-	-
-	some	heat	show	temperature	Some heat shows temperature.	1.00	n	n	n	-	-
-	some	snake	live in	environment	Some snakes live in environments.	1.00	n	n	n	-	-
-	some	man	launch	lifeboat	Some men launch lifeboats.	1.00	n	n	n	-	-
-	some	gland	secrete	hormone	Some glands secrete hormones.	1.00	n	n	n	-	-
-	some	artery	bring	blood	Some arteries bring blood.	1.00	n	n	n	-	-
-	some	adrenaline	affect	heart	Some adrenaline affects hearts.	1.00	n	n	n	-	-
-	some	chef	make	dish	Some chefs make dishes.	1.00	n	n	n	-	-
-	some	activity	use	skill	Some activities use skills.	1.00	n	n	n	-	-
-	some	leaf	grown in	county	Some leaves are grown in counties.	1.00	n	n	n	-	-
-	some	scientist	working on	genetics	Some scientists working on genetics.	1.00	n	n	n	-	-
-	some	student	pass	examination	Some students pass examinations.	1.00	n	n	n	-	-
-	some	head	have	eye	Some heads have eyes.	1.00	n	n	n	-	-
-	some	student	perform	service	Some students perform services.	1.00	n	n	n	-	-
-	some	membrane	protect	eye	Some membranes protect eyes.	1.00	n	n	n	-	-
-	some	material	used for	road	Some materials are used for roads.	1.00	n	n	n	-	-
-	some	mineral	made from	crystal	Some minerals are made from crystal.	1.00	n	n	n	-	-
-	some	occurrence	cause	pleasure	Some occurrences cause pleasure.	1.00	n	n	n	-	-
-	some	water	become	passageway	Some water becomes passageways.	1.00	n	n	n	-	-
-	some	historian	use	approach	Some historians use approaches.	1.00	n	n	n	-	-
-	some	highway	connect	city	Some highways connect cities.	1.00	n	n	n	-	-
-	some	mixture	include	element	Some mixture includes elements.	1.00	n	n	n	-	-
-	some	illness	cause	hallucination	Some illnesses cause hallucination.	1.00	n	n	n	-	-
-	some	someone	learn	earthquake	Some people learn earthquakes.	1.00	n	n	n	-	-
-	some	factor	affect	health	Some factors affect health.	1.00	n	n	n	-	-
-	some	biologist	use	principle	Some biologists use principles.	1.00	n	n	n	-	-
-	some	tea	made from	leaf	Some tea is made from leaves.	1.00	n	n	n	-	-
-	some	broth	made from	beef	Some broths are made from beef.	1.00	n	n	n	-	-
-	some	civilization	make	discovery	Some civilizations make discoveries.	1.00	n	n	n	-	-
-	some	powder	made of	grain	Some powder is made of grain.	1.00	n	n	n	-	-
-	some	flower	include	leaf	Some flowers include leaves.	1.00	n	n	n	-	-
-	some	log	floating in	water	Some logs floating in water.	1.00	n	n	n	-	-
-	some	wing	force	air	Some wings force air.	1.00	n	n	n	-	-
-	some	album	include	track	Some albums include tracks.	1.00	n	n	n	-	-
-	some	toxin	produced by	bacterium	Some toxins are produced by bacteria.	1.00	n	n	n	-	-
-	some	way	affect	survival	Some ways affect survival.	1.00	n	n	n	-	-
-	some	activity	include	urine	Some activities include urine.	1.00	n	n	n	-	-
-	some	food	cause	carcinogen	Some food causes carcinogen.	1.00	n	n	n	-	-
-	some	country	represent	transition	Some countries represent transitions.	1.00	n	n	n	-	-
-	some	cancer	caused by	sunburn	Some cancer is caused by sunburns.	1.00	n	n	n	-	-
-	some	illness	cause	infection	Some illnesses cause infection.	1.00	n	n	n	-	-
-	some	quake	leads to	accident	Some quakes leads to accidents.	1.00	n	n	n	-	-
-	some	tree	growing in	zone	Some trees growing in zones.	1.00	n	n	n	-	-
-	some	human	seek	rhino	Some humans seek rhinos.	1.00	n	n	n	-	-
-	some	player	keep	game	Some players keep games.	1.00	n	n	n	-	-
-	some	method	use	approach	Some methods use approaches.	1.00	n	n	n	-	-
-	some	material	found in	source	Some materials are found in sources.	1.00	n	n	n	-	-
-	some	container	made of	glass	Some containers are made of glass.	1.00	n	n	n	-	-
-	some	disease	characterized by	fever	Some diseases are characterized by fevers.	1.00	n	n	n	-	-
-	some	atmosphere	surround	earth	Some atmospheres surround earth.	1.00	n	n	n	-	-
-	some	writer	emphasize	fact	Some writers emphasize facts.	1.00	n	n	n	-	-
-	some	child	make	game	Some children make games.	1.00	n	n	n	-	-
-	some	room	equipped with	toilet	Some rooms are equipped with toilets.	1.00	n	n	n	-	-
-	some	blood	found in	vessel	Some blood is found in vessels.	1.00	n	n	n	-	-
-	some	penguin	sing	song	Some penguins sing songs.	1.00	n	n	n	-	-
-	some	person	make	woodwork	Some people make woodwork.	1.00	n	n	n	-	-
-	some	counter	used in	game	Some counters are used in games.	1.00	n	n	n	-	-
-	some	machine	used in	laboratory	Some machines are used in laboratories.	1.00	n	n	n	-	-
-	some	party	win	victory	Some parties win victories.	1.00	n	n	n	-	-
-	some	chef	use	shellfish	Some chefs use shellfishes.	1.00	n	n	n	-	-
-	some	book	say	technology	Some books say technology.	1.00	n	n	n	-	-
-	some	tissue	contain	substance	Some tissue contains substances.	1.00	n	n	n	-	-
-	some	someone	use	hand	Some people use hands.	1.00	n	n	n	-	-
-	some	water	include	salt	Some water includes salt.	1.00	n	n	n	-	-
-	some	conference	share	office	Some conferences share offices.	1.00	n	n	n	-	-
-	some	instrument	provide	sound	Some instruments provide sound.	1.00	n	n	n	-	-
-	some	image	show	river	Some images show rivers.	1.00	n	n	n	-	-
-	some	government	stop	protest	Some government stops protests.	1.00	n	n	n	-	-
-	some	circumstance	require	action	Some circumstances require actions.	1.00	n	n	n	-	-
-	some	page	include	entry	Some pages include entries.	1.00	n	n	n	-	-
-	some	ice	cover	area	Some ice covers areas.	1.00	n	n	n	-	-
-	some	elimination	create	result	Some elimination creates results.	1.00	n	n	n	-	-
-	some	device	consume	sunlight	Some devices consume sunlight.	1.00	n	n	n	-	-
-	some	patent	include	description	Some patents include descriptions.	1.00	n	n	n	-	-
-	some	pollution	cause	problem	Some pollution causes problems.	1.00	n	n	n	-	-
-	some	doctor	use	medicine	Some doctors use medicine.	1.00	n	n	n	-	-
-	some	dad	works as	engineer	Some dads works as engineers.	1.00	n	n	n	-	-
-	some	heat	create	bond	Some heat creates bonds.	1.00	n	n	n	-	-
-	some	company	perform	service	Some companies perform services.	1.00	n	n	n	-	-
